epoch	learning_rate	train_ce	test_ce	test_mae	test_accuracy
191	0.0001663765689	0.002703111861	0.197276861	0.09575757576	0.9390909091
192	0.000165240913	0.002681910838	0.1967746434	0.09333333333	0.9403030303
193	0.0001641046253	0.002655621959	0.198510044	0.09545454545	0.9396969697
194	0.0001629677761	0.002633968756	0.1963162833	0.09363636364	0.94
195	0.0001618304354	0.002610231749	0.1974704349	0.09545454545	0.9393939394
196	0.0001606926733	0.002588436705	0.197099258	0.09454545455	0.9393939394
197	0.0001595545601	0.002571502927	0.1965967213	0.09454545455	0.9396969697
198	0.0001584161659	0.002549424156	0.1975735381	0.09424242424	0.9387878788
199	0.000157277561	0.002526013631	0.1974952374	0.09454545455	0.9396969697
200	0.0001561388156	0.002505084005	0.196566754	0.09333333333	0.9403030303
201	0.000155	0.002486041871	0.197407356	0.09393939394	0.9393939394
202	0.0001538611844	0.002466442163	0.1963115022	0.09303030303	0.94
203	0.000152722439	0.002445459948	0.1976950073	0.09333333333	0.94
204	0.0001515838341	0.00242600028	0.1969209706	0.09363636364	0.9403030303
205	0.0001504454399	0.002407334906	0.1962463425	0.09393939394	0.94
206	0.0001493073267	0.002390566359	0.1975551443	0.09333333333	0.94
207	0.0001481695646	0.002369544345	0.1968763964	0.09424242424	0.9396969697
208	0.0001470322239	0.002349979168	0.198034631	0.09454545455	0.9396969697
209	0.0001458953747	0.002333291268	0.197354408	0.09484848485	0.9393939394
210	0.000144759087	0.00231864357	0.1980607929	0.09181818182	0.9406060606
211	0.0001436234311	0.002302501205	0.1991605447	0.09424242424	0.9387878788
212	0.000142488477	0.002283846175	0.1967890791	0.09363636364	0.94
213	0.0001413542946	0.002265377344	0.1973637483	0.09303030303	0.9403030303
214	0.0001402209539	0.002250025438	0.1979935941	0.09333333333	0.94
215	0.0001390885249	0.002233457037	0.1963730783	0.09333333333	0.9403030303
216	0.0001379570774	0.002219393416	0.1978566811	0.09333333333	0.94
217	0.0001368266811	0.002205391452	0.1977275132	0.09272727273	0.9403030303
218	0.0001356974059	0.002185930305	0.1974787302	0.09151515152	0.9409090909
219	0.0001345693214	0.002170247201	0.1982320705	0.09454545455	0.9390909091
220	0.0001334424971	0.00215442925	0.1974941231	0.09181818182	0.9409090909
221	0.0001323170026	0.00214072201	0.1977207762	0.09393939394	0.9396969697
222	0.0001311929072	0.002125575067	0.1989537557	0.09363636364	0.9403030303
223	0.0001300702805	0.002111112329	0.1982090158	0.09212121212	0.9403030303
224	0.0001289491915	0.002097932779	0.1967862817	0.09121212121	0.9412121212
225	0.0001278297094	0.00208479536	0.1987946944	0.09242424242	0.9409090909
226	0.0001267119033	0.002072077054	0.1979148264	0.09060606061	0.9415151515
227	0.0001255958422	0.002056367656	0.1973643447	0.09212121212	0.9409090909
228	0.0001244815948	0.002042328244	0.1985097018	0.09303030303	0.9403030303
229	0.00012336923	0.00202993402	0.1984506827	0.0903030303	0.9412121212
230	0.0001222588163	0.00201498231	0.1981915931	0.09090909091	0.9409090909
231	0.0001211504222	0.002003164363	0.198921236	0.09151515152	0.9406060606
232	0.0001200441162	0.001990923235	0.1978846602	0.09151515152	0.9406060606
233	0.0001189399664	0.001977992224	0.1981630036	0.09363636364	0.94
234	0.0001178380409	0.00196752019	0.1982670547	0.09121212121	0.9409090909
235	0.0001167384078	0.001953748038	0.1985171601	0.09060606061	0.9412121212
236	0.0001156411348	0.001943849132	0.1990302438	0.09151515152	0.9409090909
237	0.0001145462896	0.001930473131	0.1985314895	0.09060606061	0.9415151515
238	0.0001134539399	0.001918083998	0.199078605	0.09121212121	0.9409090909
239	0.0001123641528	0.001906285443	0.1972167183	0.09060606061	0.9418181818
240	0.0001112769958	0.001897413255	0.1976005693	0.09242424242	0.9412121212
241	0.0001101925358	0.001886358872	0.198143588	0.09303030303	0.9406060606
242	0.0001091108398	0.001874737829	0.1987339367	0.09090909091	0.9412121212
243	0.0001080319744	0.001864416563	0.1990704115	0.09303030303	0.9403030303
244	0.0001069560062	0.001854647344	0.1990247229	0.0903030303	0.9418181818
245	0.0001058830016	0.001843171117	0.1986790882	0.0903030303	0.9415151515
246	0.0001048130267	0.001833584059	0.1990030971	0.09090909091	0.9412121212
247	0.0001037461477	0.001822030051	0.1997064117	0.09242424242	0.9403030303
248	0.0001026824302	0.001812691385	0.1989331055	0.09272727273	0.9403030303
249	0.0001016219399	0.001803078096	0.1990684047	0.09	0.9409090909
250	0.0001005647422	0.001791933022	0.1988839213	0.09	0.9421212121
251	9.951090231e-05	0.00178320472	0.1991487445	0.09121212121	0.9409090909
252	9.846048527e-05	0.001772766969	0.1989166537	0.08939393939	0.9415151515
253	9.741355586e-05	0.00176384165	0.1984901151	0.09	0.9415151515
254	9.637017865e-05	0.001755727312	0.1990747163	0.0903030303	0.9415151515
255	9.5330418e-05	0.001745286397	0.1990000962	0.08939393939	0.9421212121
256	9.429433806e-05	0.001736623922	0.1986827457	0.08909090909	0.9418181818
257	9.326200272e-05	0.001727996209	0.1987381213	0.09	0.9415151515
258	9.223347568e-05	0.001718688081	0.1989822758	0.0896969697	0.9418181818
259	9.120882037e-05	0.001710754484	0.1984867258	0.08909090909	0.9421212121
260	9.01881e-05	0.00170337405	0.1990655471	0.08909090909	0.9421212121
261	8.917137754e-05	0.001694333019	0.1996126441	0.0896969697	0.9415151515
262	8.815871569e-05	0.001686059972	0.198999754	0.09	0.9415151515
263	8.715017693e-05	0.001677449094	0.1985348048	0.0896969697	0.9418181818
264	8.614582347e-05	0.001670826723	0.1986172347	0.0903030303	0.9415151515
265	8.514571726e-05	0.001662947267	0.1993589135	0.0903030303	0.9412121212
266	8.414991998e-05	0.001654365139	0.1991970039	0.0896969697	0.9415151515
267	8.315849308e-05	0.001646903009	0.1991633513	0.08939393939	0.9418181818
268	8.217149769e-05	0.001638685085	0.1993233236	0.0903030303	0.9415151515
269	8.118899472e-05	0.001631643173	0.1997206069	0.0896969697	0.9415151515
270	8.021104475e-05	0.001625173598	0.1994080515	0.09	0.9415151515
271	7.923770812e-05	0.001617774954	0.1990499878	0.09	0.9418181818
272	7.826904486e-05	0.001610170687	0.1995862325	0.08909090909	0.9421212121
273	7.730511473e-05	0.001602899361	0.1989844536	0.08939393939	0.9421212121
274	7.634597718e-05	0.001596650788	0.199324572	0.0903030303	0.9412121212
275	7.539169139e-05	0.0015899827	0.1992624318	0.0896969697	0.9418181818
276	7.444231621e-05	0.001583967299	0.1992654326	0.08939393939	0.9418181818
277	7.349791021e-05	0.001577056954	0.1994182933	0.09	0.9418181818
278	7.255853164e-05	0.001570157357	0.2001759107	0.0896969697	0.9415151515
279	7.162423845e-05	0.001563502057	0.1997183597	0.09	0.9415151515
280	7.069508827e-05	0.001557943557	0.19899169	0.08878787879	0.9424242424
281	6.977113842e-05	0.001551641717	0.1998729128	0.08939393939	0.9415151515
282	6.885244588e-05	0.001545122134	0.1993647442	0.0896969697	0.9415151515
283	6.793906733e-05	0.001538986878	0.2002063451	0.09060606061	0.9412121212
284	6.70310591e-05	0.00153298162	0.1994104466	0.09	0.9418181818
285	6.612847722e-05	0.001527291213	0.1997169171	0.08909090909	0.9421212121
286	6.523137735e-05	0.001522081927	0.1995202221	0.0903030303	0.9415151515
287	6.433981483e-05	0.001516055298	0.2000601566	0.0896969697	0.9415151515
288	6.345384466e-05	0.00151011047	0.1997377939	0.08939393939	0.9418181818
289	6.257352149e-05	0.001504408502	0.1995855204	0.0896969697	0.9418181818
290	6.169889961e-05	0.00149935031	0.199552395	0.09	0.9415151515
291	6.083003299e-05	0.001493920327	0.1999465896	0.08939393939	0.9418181818
292	5.996697522e-05	0.001488529583	0.2000119435	0.0896969697	0.9418181818
293	5.910977953e-05	0.001482974302	0.200853142	0.0896969697	0.9415151515
294	5.82584988e-05	0.001478143093	0.2002606109	0.09	0.9415151515
295	5.741318554e-05	0.001472966813	0.1998289536	0.09	0.9415151515
296	5.65738919e-05	0.001468122201	0.200372111	0.0896969697	0.9415151515
297	5.574066964e-05	0.001464034208	0.2000203913	0.08939393939	0.9418181818
298	5.491357017e-05	0.001459360135	0.2004819882	0.0896969697	0.9415151515
299	5.409264449e-05	0.001454358206	0.1998813097	0.09	0.9415151515
300	5.327794326e-05	0.001449431719	0.2000736306	0.09	0.9415151515
301	5.246951673e-05	0.001444619945	0.1997484566	0.08909090909	0.9421212121
302	5.166741476e-05	0.001439767469	0.2000999081	0.09	0.9415151515
303	5.087168682e-05	0.001436017968	0.2003101187	0.0896969697	0.9415151515
304	5.008238202e-05	0.00143077223	0.2003087685	0.09060606061	0.9412121212
305	4.929954902e-05	0.001426917082	0.2009045133	0.09	0.9415151515
306	4.852323613e-05	0.001422714799	0.2006619401	0.0896969697	0.9415151515
307	4.775349123e-05	0.001418450895	0.200207182	0.0896969697	0.9418181818
308	4.699036179e-05	0.001414154707	0.1999693298	0.08939393939	0.9418181818
309	4.62338949e-05	0.001411133269	0.1998926105	0.09	0.9415151515
310	4.548413722e-05	0.001406396197	0.2001210854	0.0903030303	0.9412121212
311	4.474113499e-05	0.001402411865	0.2003272363	0.09	0.9415151515
312	4.400493404e-05	0.001398378202	0.2003985781	0.09060606061	0.9412121212
313	4.32755798e-05	0.001394847074	0.2005856971	0.0896969697	0.9415151515
314	4.255311724e-05	0.001390525582	0.2009871928	0.09121212121	0.9406060606
315	4.183759094e-05	0.001386962302	0.2005027494	0.0896969697	0.9415151515
316	4.112904502e-05	0.001383174807	0.2007146246	0.0896969697	0.9415151515
317	4.042752321e-05	0.001379960333	0.2003783948	0.09	0.9415151515
318	3.973306876e-05	0.001376918709	0.2008347344	0.09	0.9415151515
319	3.904572452e-05	0.001373306324	0.2010683973	0.09060606061	0.9412121212
320	3.836553289e-05	0.00136965341	0.201092312	0.0896969697	0.9415151515
321	3.769253582e-05	0.001366014806	0.2007499834	0.09	0.9415151515
322	3.702677482e-05	0.001362905157	0.2002562413	0.0903030303	0.9412121212
323	3.636829097e-05	0.00135968333	0.2006276125	0.09	0.9415151515
324	3.571712489e-05	0.001356101054	0.2008063993	0.0896969697	0.9418181818
325	3.507331673e-05	0.001353396326	0.200952523	0.0896969697	0.9415151515
326	3.443690622e-05	0.001350218933	0.2009966995	0.0896969697	0.9415151515
327	3.38079326e-05	0.001347026653	0.2010460547	0.0903030303	0.9412121212
328	3.318643468e-05	0.001343606467	0.2010274113	0.0896969697	0.9415151515
329	3.25724508e-05	0.001340915569	0.201141117	0.09	0.9415151515
330	3.196601883e-05	0.001338259913	0.2008710503	0.09060606061	0.9412121212
331	3.136717617e-05	0.001334892575	0.2013763243	0.0896969697	0.9415151515
332	3.077595976e-05	0.00133232575	0.2008513618	0.09	0.9415151515
333	3.019240608e-05	0.001329925913	0.2008363111	0.0903030303	0.9412121212
334	2.961655112e-05	0.001326830141	0.2010898798	0.0896969697	0.9415151515
335	2.904843041e-05	0.001324215455	0.2008858975	0.09060606061	0.9412121212
336	2.848807897e-05	0.001321605484	0.2007734958	0.0896969697	0.9418181818
337	2.793553139e-05	0.001318828176	0.2012723426	0.0896969697	0.9415151515
338	2.739082175e-05	0.001316448256	0.2006793444	0.0903030303	0.9412121212
339	2.685398364e-05	0.001314062632	0.2007860311	0.09060606061	0.9412121212
340	2.632505018e-05	0.001311615054	0.2014038733	0.09090909091	0.9409090909
341	2.580405399e-05	0.001309613907	0.2013343302	0.09	0.9415151515
342	2.529102722e-05	0.001307325995	0.2011673713	0.0903030303	0.9412121212
343	2.478600151e-05	0.00130477054	0.2006750719	0.09	0.9415151515
344	2.428900802e-05	0.001302266842	0.2011043757	0.0896969697	0.9415151515
345	2.380007739e-05	0.001299892873	0.2010794668	0.09060606061	0.9412121212
346	2.33192398e-05	0.001298043309	0.2012441878	0.0903030303	0.9412121212
347	2.284652489e-05	0.001295674954	0.2012343621	0.0903030303	0.9412121212
348	2.238196183e-05	0.001293499206	0.2012038491	0.0903030303	0.9412121212
349	2.192557928e-05	0.001291468038	0.2010920808	0.09	0.9415151515
350	2.147740538e-05	0.001289396901	0.2010897041	0.09060606061	0.9412121212
351	2.103746779e-05	0.001287771521	0.2011842762	0.0896969697	0.9415151515
352	2.060579363e-05	0.001285521041	0.2011509843	0.09060606061	0.9412121212
353	2.018240955e-05	0.001283796623	0.2013069985	0.09	0.9415151515
354	1.976734164e-05	0.001281730318	0.2012119779	0.09090909091	0.9412121212
355	1.936061553e-05	0.001279888341	0.2012949764	0.0896969697	0.9415151515
356	1.896225629e-05	0.001277952674	0.2011344262	0.09090909091	0.9412121212
357	1.85722885e-05	0.001276091247	0.2014176201	0.09060606061	0.9412121212
358	1.819073622e-05	0.001274317699	0.201210808	0.09090909091	0.9412121212
359	1.781762297e-05	0.001272626842	0.2013419226	0.0903030303	0.9412121212
360	1.745297178e-05	0.001270852539	0.2013913334	0.0896969697	0.9415151515
361	1.709680514e-05	0.001269301754	0.201283278	0.09060606061	0.9412121212
362	1.674914501e-05	0.001267579883	0.2014989587	0.09060606061	0.9412121212
363	1.641001285e-05	0.001266077985	0.2014133245	0.09060606061	0.9412121212
364	1.607942958e-05	0.001264366295	0.2014045392	0.09060606061	0.9412121212
365	1.575741558e-05	0.001262741543	0.2015552405	0.09060606061	0.9412121212
366	1.544399071e-05	0.001261167641	0.2012035532	0.09060606061	0.9412121212
367	1.513917432e-05	0.001259675075	0.2016300826	0.09060606061	0.9412121212
368	1.484298521e-05	0.001258315177	0.2011273286	0.09060606061	0.9412121212
369	1.455544164e-05	0.001256685292	0.2013278707	0.09060606061	0.9412121212
