epoch	learning_rate	train_ce	test_ce	test_mae	test_accuracy
370	1.427656135e-05	0.001255315677	0.2012146458	0.09060606061	0.9412121212
371	1.400636154e-05	0.001254061911	0.2015703976	0.09060606061	0.9412121212
372	1.374485889e-05	0.001252354641	0.2013771011	0.09060606061	0.9412121212
373	1.349206952e-05	0.001251122207	0.2013938534	0.09060606061	0.9412121212
374	1.324800902e-05	0.001249969054	0.201230797	0.09060606061	0.9412121212
375	1.301269246e-05	0.001248566797	0.2014711738	0.09090909091	0.9412121212
376	1.278613434e-05	0.00124700339	0.2014772034	0.09090909091	0.9409090909
377	1.256834864e-05	0.001245625117	0.2014120668	0.09060606061	0.9412121212
378	1.23593488e-05	0.001244420994	0.2013993142	0.09060606061	0.9412121212
379	1.215914771e-05	0.001243075514	0.2015025468	0.09060606061	0.9412121212
380	1.196775771e-05	0.001241914468	0.2016080683	0.09060606061	0.9412121212
381	1.178519061e-05	0.001240709246	0.2014121408	0.09060606061	0.9412121212
382	1.161145768e-05	0.001239516083	0.2016387523	0.09060606061	0.9412121212
383	1.144656963e-05	0.001238266616	0.201418531	0.09060606061	0.9412121212
384	1.129053663e-05	0.001237016848	0.2015982056	0.09060606061	0.9412121212
385	1.114336831e-05	0.00123585911	0.2015658107	0.09060606061	0.9412121212
386	1.100507374e-05	0.001234661508	0.2014691624	0.09060606061	0.9412121212
387	1.087566146e-05	0.001233615942	0.201732506	0.09060606061	0.9412121212
388	1.075513944e-05	0.001232446862	0.2014952272	0.09060606061	0.9412121212
389	1.064351513e-05	0.001231230277	0.2017143897	0.09	0.9415151515
390	1.054079541e-05	0.001230211926	0.2015845235	0.09060606061	0.9412121212
391	1.044698661e-05	0.001228992917	0.2016758404	0.09060606061	0.9412121212
392	1.036209452e-05	0.001227752218	0.2016118599	0.09060606061	0.9412121212
393	1.028612438e-05	0.001226591541	0.2016835253	0.09060606061	0.9412121212
394	1.021908087e-05	0.001225500071	0.2015266742	0.09060606061	0.9412121212
395	1.016096813e-05	0.001224404957	0.2017379853	0.09090909091	0.9409090909
396	1.011178975e-05	0.001223307595	0.2016297127	0.09060606061	0.9412121212
397	1.007154875e-05	0.001222297123	0.2015137135	0.09060606061	0.9412121212
398	1.004024762e-05	0.001221198987	0.2017438808	0.09060606061	0.9412121212
399	1.001788829e-05	0.001219968448	0.2016941556	0.09060606061	0.9412121212
400	1.000447214e-05	0.00121899451	0.201742919	0.09090909091	0.9409090909
